Sec,connection
1,0.0333333333333333
2,0.0333333333333333
3,0.0333333333333333
4,0.0333333333333333
5,0.0333333333333333
6,0.133333333333333
7,0.266666666666667
8,0.266666666666667
9,0.333333333333333
10,0.4
11,0.4
12,0.4
13,0.416666666666667
14,0.483333333333333
15,0.533333333333333
16,0.583333333333333
17,0.6
18,0.633333333333333
19,0.616666666666667
20,0.65
21,0.65
22,0.616666666666667
23,0.616666666666667
24,0.616666666666667
25,0.65
26,0.65
27,0.666666666666667
28,0.7
29,0.716666666666667
30,0.75
31,0.766666666666667
32,0.783333333333333
33,0.766666666666667
34,0.766666666666667
35,0.783333333333333
36,0.8
37,0.816666666666667
38,0.816666666666667
39,0.866666666666667
40,0.883333333333333
41,0.9
42,0.9
43,0.916666666666667
44,0.916666666666667
45,0.95
46,0.95
47,0.933333333333333
48,0.916666666666667
49,0.916666666666667
50,0.95
51,0.916666666666667
52,0.9
53,0.9
54,0.916666666666667
55,0.866666666666667
56,0.866666666666667
57,0.866666666666667
58,0.883333333333333
59,0.85
60,0.866666666666667
61,0.85
62,0.883333333333333
63,0.95
64,0.95
65,0.966666666666667
66,0.983333333333333
67,0.966666666666667
68,0.983333333333333
69,0.966666666666667
70,0.966666666666667
71,0.95
72,0.95
73,0.95
74,0.966666666666667
75,0.966666666666667
76,1
77,1
78,0.983333333333333
79,0.983333333333333
80,1
81,1
82,0.983333333333333
83,0.983333333333333
84,0.983333333333333
85,0.983333333333333
86,0.983333333333333
87,1.01666666666667
88,1.05
89,1.08333333333333
90,1.03333333333333
91,1.03333333333333
92,1.03333333333333
93,1.05
94,1.06666666666667
95,1.06666666666667
96,1.1
97,1.1
98,1.11666666666667
99,1.15
100,1.15
101,1.18333333333333
102,1.18333333333333
103,1.18333333333333
104,1.18333333333333
105,1.16666666666667
106,1.2
107,1.18333333333333
108,1.18333333333333
109,1.16666666666667
110,1.18333333333333
111,1.18333333333333
112,1.18333333333333
113,1.18333333333333
114,1.18333333333333
115,1.15
116,1.15
117,1.15
118,1.16666666666667
119,1.23333333333333
120,1.3
121,1.31666666666667
122,1.38333333333333
123,1.38333333333333
124,1.4
125,1.4
126,1.41666666666667
127,1.4
128,1.41666666666667
129,1.38333333333333
130,1.38333333333333
131,1.36666666666667
132,1.36666666666667
133,1.35
134,1.31666666666667
135,1.31666666666667
136,1.31666666666667
137,1.3
138,1.21666666666667
139,1.41666666666667
140,1.41666666666667
141,1.41666666666667
142,1.41666666666667
143,1.41666666666667
144,1.41666666666667
145,1.41666666666667
146,1.41666666666667
147,1.41666666666667
148,1.41666666666667
149,1.41666666666667
150,1.41666666666667
151,1.41666666666667
152,1.41666666666667
153,1.41666666666667
154,1.41666666666667
155,1.41666666666667
156,1.41666666666667
157,1.41666666666667
158,1.41666666666667
159,1.41666666666667
160,1.41666666666667
161,1.41666666666667
162,1.41666666666667
163,1.41666666666667
164,1.41666666666667
165,1.41666666666667
166,1.41666666666667
167,1.41666666666667
168,1.41666666666667
169,1.41666666666667
170,1.41666666666667
171,1.41666666666667
172,1.41666666666667
173,1.41666666666667
174,1.41666666666667
175,1.41666666666667
176,1.41666666666667
177,1.41666666666667
178,1.41666666666667
179,1.41666666666667
180,1.41666666666667
181,1.41666666666667
182,1.41666666666667
183,1.41666666666667
184,1.41666666666667
185,1.41666666666667
186,1.41666666666667
