Sec,warmth
1,0
2,0
3,0
4,0.0980392156862745
5,0.156862745098039
6,0.235294117647059
7,0.274509803921569
8,0.431372549019608
9,0.568627450980392
10,0.607843137254902
11,0.686274509803922
12,0.745098039215686
13,0.764705882352941
14,0.843137254901961
15,0.92156862745098
16,0.92156862745098
17,0.92156862745098
18,0.96078431372549
19,0.96078431372549
20,1
21,1
22,1
23,1.07843137254902
24,1.09803921568627
25,1.11764705882353
26,1.11764705882353
27,1.13725490196078
28,1.19607843137255
29,1.25490196078431
30,1.25490196078431
31,1.25490196078431
32,1.29411764705882
33,1.37254901960784
34,1.3921568627451
35,1.3921568627451
36,1.41176470588235
37,1.45098039215686
38,1.43137254901961
39,1.43137254901961
40,1.45098039215686
41,1.47058823529412
42,1.41176470588235
43,1.35294117647059
44,1.37254901960784
45,1.43137254901961
46,1.43137254901961
47,1.43137254901961
48,1.37254901960784
49,1.37254901960784
50,1.35294117647059
51,1.3921568627451
52,1.41176470588235
53,1.49019607843137
54,1.6078431372549
55,1.6078431372549
56,1.58823529411765
57,1.56862745098039
58,1.54901960784314
59,1.54901960784314
60,1.50980392156863
61,1.50980392156863
62,1.47058823529412
63,1.49019607843137
64,1.52941176470588
65,1.54901960784314
66,1.56862745098039
67,1.58823529411765
68,1.54901960784314
69,1.54901960784314
70,1.52941176470588
71,1.54901960784314
72,1.50980392156863
73,1.52941176470588
74,1.52941176470588
75,1.50980392156863
76,1.54901960784314
77,1.62745098039216
78,1.62745098039216
79,1.62745098039216
80,1.62745098039216
81,1.66666666666667
82,1.64705882352941
83,1.62745098039216
84,1.62745098039216
85,1.62745098039216
86,1.62745098039216
87,1.56862745098039
88,1.54901960784314
89,1.58823529411765
90,1.62745098039216
91,1.66666666666667
92,1.70588235294118
93,1.72549019607843
94,1.68627450980392
95,1.70588235294118
96,1.74509803921569
97,1.72549019607843
98,1.76470588235294
99,1.72549019607843
100,1.76470588235294
101,1.76470588235294
102,1.7843137254902
103,1.70588235294118
104,1.6078431372549
105,1.58823529411765
106,1.58823529411765
107,1.52941176470588
108,1.52941176470588
109,1.58823529411765
110,1.6078431372549
111,1.58823529411765
112,1.56862745098039
113,1.56862745098039
114,1.56862745098039
115,1.56862745098039
116,1.50980392156863
117,1.49019607843137
118,1.45098039215686
119,1.43137254901961
120,1.45098039215686
121,1.43137254901961
122,1.45098039215686
123,1.52941176470588
124,1.54901960784314
125,1.62745098039216
126,1.68627450980392
127,1.68627450980392
128,1.68627450980392
129,1.72549019607843
130,1.76470588235294
131,1.80392156862745
132,1.80392156862745
133,1.82352941176471
134,1.84313725490196
135,1.86274509803922
136,1.88235294117647
137,1.88235294117647
138,1.88235294117647
139,1.90196078431373
140,1.88235294117647
141,1.88235294117647
142,1.90196078431373
143,1.90196078431373
144,1.96078431372549
145,1.90196078431373
146,1.90196078431373
147,1.90196078431373
148,1.92156862745098
149,1.90196078431373
150,1.90196078431373
151,1.92156862745098
152,1.92156862745098
153,1.98039215686275
154,1.98039215686275
155,1.98039215686275
156,1.98039215686275
157,1.98039215686275
158,1.98039215686275
159,2
160,2
161,1.96078431372549
162,1.94117647058824
163,1.62745098039216
164,1.62745098039216
165,1.62745098039216
166,1.62745098039216
167,1.62745098039216
168,1.62745098039216
169,1.62745098039216
170,1.62745098039216
171,1.62745098039216
172,1.62745098039216
173,1.62745098039216
174,1.62745098039216
175,1.62745098039216
176,1.62745098039216
177,1.62745098039216
178,1.62745098039216
179,1.62745098039216
180,1.62745098039216
181,1.62745098039216
182,1.62745098039216
183,1.62745098039216
184,1.62745098039216
185,1.62745098039216
186,1.62745098039216
